"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Msh31",2.18271078007639e-57,1.06867622812203,0.461,0.194,4.82073502887672e-53,"CM2","Msh3"
"Ccne2",2.34874282860817e-57,1.67927157013715,0.19,0.044,5.18743341126399e-53,"CM2","Ccne2"
"Nedd1",2.38005198844714e-57,0.99029103469962,0.416,0.161,5.25658282168436e-53,"CM2","Nedd1"
"5730522E02Rik1",3.00546383833539e-57,1.13169816736537,0.459,0.198,6.63786743334753e-53,"CM2","5730522E02Rik"
"Casp8ap2",3.11221162419949e-57,1.48225110825097,0.242,0.067,6.87363059320699e-53,"CM2","Casp8ap2"
"Zfpm21",3.46785519203137e-57,0.553788361309515,0.986,0.785,7.65910497712049e-53,"CM2","Zfpm2"
"Magi11",4.15192432323985e-57,0.580650462563486,0.969,0.733,9.16994006030753e-53,"CM2","Magi1"
"Phka21",4.85565395911706e-57,0.840106957840371,0.6,0.292,1.07241973341059e-52,"CM2","Phka2"
"Pcbp3",5.802768416244e-57,2.12655783129721,0.131,0.021,1.28159943241165e-52,"CM2","Pcbp3"
"Btaf11",6.70101984959414e-57,0.855761679199238,0.711,0.399,1.47998724398136e-52,"CM2","Btaf1"
"Pcdh71",7.71319516105889e-57,0.530083304987784,0.991,0.83,1.70353628327147e-52,"CM2","Pcdh7"
"Klf121",9.79416505775956e-57,0.806141827455017,0.723,0.394,2.16313929465678e-52,"CM2","Klf12"
"5430427M07Rik",1.07638106892021e-56,2.42712978144854,0.106,0.013,2.37729522881718e-52,"CM2","5430427M07Rik"
"Rnf168",1.59519000995872e-56,1.41819333215087,0.252,0.074,3.52313665599483e-52,"CM2","Rnf168"
"Kcnd21",2.16294523566405e-56,0.868097844796008,0.805,0.515,4.77708084748761e-52,"CM2","Kcnd2"
"Diaph21",2.44345420960296e-56,0.698931938851597,0.907,0.618,5.3966129673291e-52,"CM2","Diaph2"
"Cacnb21",5.96050227955036e-56,0.533962955852994,0.988,0.794,1.31643653346149e-51,"CM2","Cacnb2"
"Paxip1",1.0291884710443e-55,1.46118327728753,0.26,0.079,2.27306565714845e-51,"CM2","Paxip1"
"Thrap31",1.08814154326323e-55,0.73956356338489,0.766,0.448,2.40326941245117e-51,"CM2","Thrap3"
"Cbfb",1.23473031573975e-55,0.994744762446901,0.438,0.179,2.72702537534281e-51,"CM2","Cbfb"
"Cdk2",1.35613174597832e-55,1.39766217478316,0.237,0.066,2.99515257416772e-51,"CM2","Cdk2"
"Haus5",1.38589406718568e-55,2.33668703642242,0.09,0.009,3.06088563678629e-51,"CM2","Haus5"
"Smc1a",1.50043489538466e-55,0.826247509102171,0.437,0.176,3.31386050994656e-51,"CM2","Smc1a"
"Dyrk1a1",1.86167811749297e-55,0.807338581999286,0.814,0.526,4.11170229029498e-51,"CM2","Dyrk1a"
"Ipo9",2.0776409427932e-55,1.1649426551984,0.35,0.128,4.58867778625307e-51,"CM2","Ipo9"
"Cchcr1",3.03574899736089e-55,2.10582983958764,0.136,0.024,6.70475523557126e-51,"CM2","Cchcr1"
"Haspin",3.86767811506628e-55,2.32013384379429,0.092,0.01,8.54215388493538e-51,"CM2","Haspin"
"Fkbp5",4.73096141223796e-55,1.726175728282,0.186,0.043,1.04488013750688e-50,"CM2","Fkbp5"
"Zfp385b1",4.90789193562952e-55,1.12496533975129,0.434,0.181,1.08395701290313e-50,"CM2","Zfp385b"
"Ccdc34os",5.17513990407013e-55,3.17625604069103,0.076,0.006,1.14298139921293e-50,"CM2","Ccdc34os"
"Faf11",5.24532954602556e-55,0.661298268148291,0.897,0.62,1.15848348353521e-50,"CM2","Faf1"
"Cep97",6.15295223806375e-55,1.57385345246903,0.214,0.056,1.35894103129876e-50,"CM2","Cep97"
"Nin",6.92751055491498e-55,0.984290838205039,0.367,0.137,1.53000998115852e-50,"CM2","Nin"
"Ahctf1",7.70123838045264e-55,1.07052511848713,0.408,0.164,1.70089550870677e-50,"CM2","Ahctf1"
"Nup160",9.20924345097835e-55,1.26611719415008,0.273,0.084,2.03395350858308e-50,"CM2","Nup160"
"Gjc1",1.20898667824612e-54,0.860388366994449,0.556,0.26,2.67016797757438e-50,"CM2","Gjc1"
"Map3k51",1.22127245183705e-54,0.730092496480244,0.771,0.454,2.69730233712731e-50,"CM2","Map3k5"
"4930520O04Rik",1.32105662139563e-54,2.13907233429692,0.139,0.025,2.91768565401438e-50,"CM2","4930520O04Rik"
"Tra2a1",1.66821524662748e-54,0.849032099574485,0.72,0.42,3.68442019370145e-50,"CM2","Tra2a"
"Nsd31",2.16283947605362e-54,0.804232116469166,0.705,0.389,4.77684726681203e-50,"CM2","Nsd3"
"Mre11a",3.34308319478109e-54,1.54558881859779,0.208,0.054,7.38353354399352e-50,"CM2","Mre11a"
"Fry1",4.8842636470256e-54,0.579383233681949,0.953,0.717,1.07873846908207e-49,"CM2","Fry"
"Smc6",4.96328500800511e-54,0.821889595091367,0.578,0.284,1.09619112686801e-49,"CM2","Smc6"
"Srsf10",5.23267037199425e-54,0.762264587001657,0.697,0.37,1.15568757835865e-49,"CM2","Srsf10"
"Dnmt1",5.7320451401773e-54,0.942114958335181,0.29,0.094,1.26597948965956e-49,"CM2","Dnmt1"
"Naa401",6.38272173640809e-54,1.11441521790664,0.416,0.171,1.40968792270309e-49,"CM2","Naa40"
"Pakap1",6.44995949941468e-54,0.703919978178644,0.837,0.542,1.42453805504073e-49,"CM2","Pakap"
"Fancl1",9.58940497585219e-54,1.01539263890146,0.434,0.18,2.11791598296671e-49,"CM2","Fancl"
"Cenpo",9.81568392627564e-54,2.33800919916288,0.132,0.023,2.16789195195724e-49,"CM2","Cenpo"
"Gm12610",1.56705699371221e-53,5.89051628633728,0.043,0.001,3.46100207631279e-49,"CM2","Gm12610"
"Tnfaip81",2.21000880653707e-53,0.769948082314634,0.735,0.415,4.88102545011777e-49,"CM2","Tnfaip8"
"A630089N07Rik1",2.29513861217819e-53,1.36813203463314,0.316,0.112,5.06904313885674e-49,"CM2","A630089N07Rik"
"Zfp948",2.53750430456472e-53,1.27257796234084,0.31,0.106,5.60433200706164e-49,"CM2","Zfp948"
"Mpdz1",2.61395951126491e-53,0.961699055968654,0.505,0.234,5.77319097657968e-49,"CM2","Mpdz"
"Cstf31",3.02481682603549e-53,0.775856069157669,0.695,0.373,6.68061044198199e-49,"CM2","Cstf3"
"Gab21",5.89050188301435e-53,0.852623180972234,0.703,0.413,1.30097624588255e-48,"CM2","Gab2"
"Rnaseh2b",5.90373796015877e-53,1.2826025982133,0.255,0.077,1.30389956588067e-48,"CM2","Rnaseh2b"
"Ccdc571",6.61900572789237e-53,1.50339862409773,0.248,0.074,1.46187360506231e-48,"CM2","Ccdc57"
"Cpsf61",9.73321330779542e-53,0.71829229483637,0.753,0.436,2.1496774911597e-48,"CM2","Cpsf6"
"Slf21",1.02855222815057e-52,0.861896963415292,0.651,0.349,2.27166045109336e-48,"CM2","Slf2"
"Scmh11",1.04789311479589e-52,0.663955088989547,0.851,0.545,2.31437673333821e-48,"CM2","Scmh1"
"Cdc42bpa1",1.6731553399523e-52,0.876104772893728,0.667,0.383,3.69533088381864e-48,"CM2","Cdc42bpa"
"Chka",1.76280613670644e-52,1.26073719789987,0.327,0.118,3.89333363352985e-48,"CM2","Chka"
"C330021F23Rik",1.81209138465017e-52,3.59505161191987,0.065,0.004,4.00218503213837e-48,"CM2","C330021F23Rik"
"Sgcd1",2.58197150667434e-52,0.591500016917961,0.945,0.691,5.70254226964095e-48,"CM2","Sgcd"
"Rasal21",2.67126980438205e-52,0.63351187701254,0.899,0.611,5.89976648995819e-48,"CM2","Rasal2"
"Tdp2",2.69040556904894e-52,1.40737440475012,0.256,0.079,5.94202973980149e-48,"CM2","Tdp2"
"Senp11",2.96423659054033e-52,1.05042192148727,0.42,0.174,6.54681293386737e-48,"CM2","Senp1"
"Fto1",3.89692306503086e-52,0.70399839943046,0.804,0.496,8.60674428142715e-48,"CM2","Fto"
"Cep701",4.15800758176633e-52,1.21874081712802,0.315,0.11,9.18337554508911e-48,"CM2","Cep70"
"Pde7a1",6.14635613805926e-52,0.906395065946114,0.54,0.262,1.35748421665177e-47,"CM2","Pde7a"
"Orc1",7.82663514520644e-52,2.45193643392105,0.118,0.019,1.7285906381703e-47,"CM2","Orc1"
"Ccnb2",8.21131469813617e-52,0.929290901455651,0.281,0.091,1.81355096423035e-47,"CM2","Ccnb2"
"Pcm11",8.48419736695411e-52,0.698268239068585,0.833,0.551,1.87381983046548e-47,"CM2","Pcm1"
"Ccdc88a",1.33988084068898e-51,0.926397401519857,0.558,0.282,2.95926082474568e-47,"CM2","Ccdc88a"
"Stxbp6",2.22120614575933e-51,1.24564448663652,0.285,0.096,4.90575589352407e-47,"CM2","Stxbp6"
"Cse1l",2.51862463800591e-51,0.93440056223722,0.388,0.154,5.56263437549986e-47,"CM2","Cse1l"
"Nde1",3.02146866879127e-51,1.41114780755859,0.214,0.059,6.67321570189241e-47,"CM2","Nde1"
"Srsf7",4.00018874860632e-51,0.704368162946874,0.524,0.239,8.83481687017193e-47,"CM2","Srsf7"
"Dennd5b1",4.06419386010172e-51,0.936517412993597,0.554,0.28,8.97617855942065e-47,"CM2","Dennd5b"
"Ctdspl",4.11700547762291e-51,1.23638140554228,0.336,0.125,9.09281829787795e-47,"CM2","Ctdspl"
"Gab3",4.67637416695757e-51,1.70755352169578,0.118,0.019,1.03282399851425e-46,"CM2","Gab3"
"Rgs12",5.52240402858876e-51,1.12352130506166,0.328,0.12,1.21967815375411e-46,"CM2","Rgs12"
"Fus",5.82534166880512e-51,0.648427680221538,0.861,0.589,1.2865849609723e-46,"CM2","Fus"
"Tmem1171",6.00358171566731e-51,1.14121546635335,0.439,0.193,1.32595105772228e-46,"CM2","Tmem117"
"Prkd11",6.79298781007411e-51,0.852490361762544,0.706,0.411,1.50029928773297e-46,"CM2","Prkd1"
"Haus8",7.8043099551555e-51,1.11272463761586,0.209,0.056,1.72365989669564e-46,"CM2","Haus8"
"Mns1",8.09640016165621e-51,2.37210212195724,0.094,0.012,1.78817093970339e-46,"CM2","Mns1"
"Cdk19",9.51837461227333e-51,1.31925436791039,0.307,0.11,2.10222821686669e-46,"CM2","Cdk19"
"Ipo111",1.1011255554782e-50,0.887188575013935,0.546,0.262,2.43194590182916e-46,"CM2","Ipo11"
"Cep250",1.25249694381452e-50,1.78581743161709,0.158,0.034,2.76626475010875e-46,"CM2","Cep250"
"Ncoa7",2.1202254825792e-50,1.23766927945471,0.298,0.104,4.68273000082442e-46,"CM2","Ncoa7"
"Slc12a61",2.18325884670234e-50,0.734817941758543,0.733,0.43,4.82194548882678e-46,"CM2","Slc12a6"
"Fbxo48",2.22165974918186e-50,5.37782640967196,0.044,0.001,4.90675772204306e-46,"CM2","Fbxo48"
"Msantd21",2.40638750903996e-50,0.956438703855338,0.397,0.161,5.31474745246566e-46,"CM2","Msantd2"
"Hpf1",2.43176636524255e-50,0.886811381878853,0.429,0.182,5.37079919427469e-46,"CM2","Hpf1"
"Pms2",3.41191473005979e-50,1.64100867545051,0.184,0.046,7.53555487281006e-46,"CM2","Pms2"
"Tle41",5.32297187715879e-50,0.791325788734419,0.641,0.345,1.17563156878929e-45,"CM2","Tle4"
"Primpol",5.34758621238257e-50,1.50582418946551,0.197,0.052,1.18106789086681e-45,"CM2","Primpol"
"Efna51",6.21599240293193e-50,0.651108025945481,0.894,0.618,1.37286408211155e-45,"CM2","Efna5"
"Itgae",7.60357343663828e-50,2.62013563448437,0.071,0.006,1.67932522921593e-45,"CM2","Itgae"
"St51",1.07091331297142e-49,0.780715404211554,0.665,0.363,2.36521914302869e-45,"CM2","St5"
"Rfc1",1.07858279031458e-49,0.924373899360284,0.471,0.215,2.38215795068877e-45,"CM2","Rfc1"
"Tfdp21",1.76873190428615e-49,0.808921716642352,0.592,0.301,3.90642128380639e-45,"CM2","Tfdp2"
"Fsd1l1",1.94818007738777e-49,0.889408750300308,0.6,0.312,4.30275051891863e-45,"CM2","Fsd1l"
"Tent21",2.50792326351717e-49,0.766121225880603,0.675,0.371,5.53899931980403e-45,"CM2","Tent2"
"Slc10a71",3.20770832274817e-49,1.0684794374865,0.399,0.166,7.08454460162161e-45,"CM2","Slc10a7"
"Fancc1",3.22724356215292e-49,1.04920999176404,0.421,0.18,7.12769013137094e-45,"CM2","Fancc"
"Spta11",3.87321513885837e-49,1.13678512682791,0.356,0.139,8.5543829556826e-45,"CM2","Spta1"
"Ilf3",3.89070032500424e-49,0.882884806717318,0.399,0.163,8.59300073780437e-45,"CM2","Ilf3"
"Gpsm2",5.3296639791716e-49,1.72605032153634,0.123,0.022,1.17710958643984e-44,"CM2","Gpsm2"
"Strbp1",5.64540392928197e-49,0.634096086082071,0.856,0.568,1.24684391182122e-44,"CM2","Strbp"
"Slfn9",7.04158546713114e-49,1.49941983114747,0.142,0.029,1.55520456627058e-44,"CM2","Slfn9"
"Orc2",8.7010715454982e-49,1.30524738358382,0.246,0.077,1.92171866153873e-44,"CM2","Orc2"
"Itpr11",1.15829698176455e-48,0.652404939334321,0.74,0.427,2.55821471392518e-44,"CM2","Itpr1"
"Xpo41",1.76580135980697e-48,0.865128473861167,0.528,0.254,3.89994888326968e-44,"CM2","Xpo4"
"Poc5",1.83338762983553e-48,1.66566647996264,0.195,0.052,4.04921991925475e-44,"CM2","Poc5"
"Eefsec1",2.06454632415729e-48,1.10854711706834,0.322,0.119,4.5597570115338e-44,"CM2","Eefsec"
"Asxl11",2.26507701425211e-48,0.813380674856127,0.617,0.329,5.0026490936772e-44,"CM2","Asxl1"
"Them7",2.88623460700452e-48,2.4477190212535,0.114,0.019,6.37453775303017e-44,"CM2","Them7"
"Chrm21",3.70514605986425e-48,0.613464255418501,0.865,0.569,8.18318558781618e-44,"CM2","Chrm2"
"Ss18",5.39143289382345e-48,0.975789834864306,0.429,0.185,1.19075186892985e-43,"CM2","Ss18"
"Fsbp",5.72930329723906e-48,2.91523912547424,0.068,0.006,1.26537392622822e-43,"CM2","Fsbp"
"Fign1",5.76611677492504e-48,0.633666810626771,0.804,0.496,1.27350455090994e-43,"CM2","Fign"
"Plcl1",6.76125699403463e-48,1.05095627076777,0.316,0.116,1.49329121970249e-43,"CM2","Plcl1"
"Pias21",9.39273065257646e-48,0.663790996356024,0.744,0.423,2.07447849192804e-43,"CM2","Pias2"
"Cacna2d11",1.22764565269726e-47,0.556838764151187,0.959,0.704,2.71137818854716e-43,"CM2","Cacna2d1"
"Vps13a1",1.70870905459169e-47,0.740032562858842,0.673,0.372,3.7738548179712e-43,"CM2","Vps13a"
"Gm42047",1.76636206980777e-47,2.16083235258816,0.163,0.039,3.90118726737744e-43,"CM2","Gm42047"
"Gramd1b1",2.06611517962103e-47,0.838336213775658,0.607,0.325,4.56322198571101e-43,"CM2","Gramd1b"
"Wapl1",2.36392478974405e-47,0.722448205941659,0.659,0.364,5.22096429062871e-43,"CM2","Wapl"
"Mad2l1",2.42239939486301e-47,1.23119964506374,0.154,0.035,5.35011130349445e-43,"CM2","Mad2l1"
"Igf1r1",3.64359675746618e-47,0.611310537550502,0.902,0.648,8.0472477985398e-43,"CM2","Igf1r"
"4930523C07Rik",4.74460918727972e-47,1.20438778706489,0.281,0.098,1.0478943851026e-42,"CM2","4930523C07Rik"
"Nup981",4.75106319902585e-47,0.782270884735875,0.635,0.348,1.04931981813685e-42,"CM2","Nup98"
"Trim241",5.71367290770973e-47,0.687554638104538,0.562,0.278,1.26192179839677e-42,"CM2","Trim24"
"Nop58",8.8822542834828e-47,0.953394689712569,0.401,0.174,1.96173468105001e-42,"CM2","Nop58"
"Tanc21",9.56024685375222e-47,0.698897863492601,0.736,0.437,2.11147612011972e-42,"CM2","Tanc2"
"Lrrc40",9.62955873054032e-47,1.48716047030569,0.196,0.054,2.12678434122713e-42,"CM2","Lrrc40"
"Hmgxb4",1.13122632650775e-46,1.15855485279845,0.295,0.106,2.49842646472503e-42,"CM2","Hmgxb4"
"Lmln",1.88326286903998e-46,1.5202386147606,0.192,0.053,4.15937437256171e-42,"CM2","Lmln"
"Epb41l2",2.0130133377222e-46,0.779033265293222,0.403,0.17,4.44594125769326e-42,"CM2","Epb41l2"
"Tubd1",2.26082620846537e-46,1.77229489987845,0.128,0.025,4.99326076401662e-42,"CM2","Tubd1"
"Hmcn11",2.322339490679e-46,0.559398268699754,0.963,0.755,5.12911899911365e-42,"CM2","Hmcn1"
"Smarcc1",2.86277298799038e-46,0.837507954393098,0.578,0.306,6.32272042127555e-42,"CM2","Smarcc1"
"Fancm",3.64438511586533e-46,1.36000756513622,0.201,0.057,8.04898896690018e-42,"CM2","Fancm"
"Vti1a1",3.83197151889276e-46,0.649710377437375,0.745,0.431,8.46329229662654e-42,"CM2","Vti1a"
"Katnal2",4.65031620299968e-46,3.70014669614459,0.048,0.002,1.02706883659451e-41,"CM2","Katnal2"
"Kif2a",5.01227809048372e-46,0.769046436790511,0.443,0.195,1.10701173906424e-41,"CM2","Kif2a"
"Nrp11",5.55004999872967e-46,0.572667811973098,0.942,0.682,1.22578404271944e-41,"CM2","Nrp1"
"Cenpq",6.5139264137522e-46,1.16325813586427,0.179,0.046,1.43866578774131e-41,"CM2","Cenpq"
"Srsf4",8.2940127411535e-46,0.853213904860483,0.508,0.251,1.83181565401116e-41,"CM2","Srsf4"
"Sorbs21",1.18555662663907e-45,0.433506054709753,0.995,0.871,2.61842036559506e-41,"CM2","Sorbs2"
"9430015G10Rik",1.49904336211754e-45,2.28629976610738,0.089,0.012,3.3107871695728e-41,"CM2","9430015G10Rik"
"Ntn41",1.75891657984834e-45,0.7531243190995,0.654,0.373,3.88474315825305e-41,"CM2","Ntn4"
"E2f1",2.74609468304487e-45,1.42484002373195,0.139,0.03,6.06502471697291e-41,"CM2","E2f1"
"Abcb71",4.04172876179397e-45,0.790469091762145,0.553,0.283,8.92656214329815e-41,"CM2","Abcb7"
"Spata51",4.1693065365957e-45,0.713524987001748,0.626,0.332,9.20833041672526e-41,"CM2","Spata5"
"Ccp110",4.36750794799395e-45,1.73394719276095,0.116,0.021,9.64607805393943e-41,"CM2","Ccp110"
"Depdc51",5.03430942141237e-45,1.02065659914685,0.429,0.198,1.11187757881314e-40,"CM2","Depdc5"
"Spc24",6.00942604272153e-45,0.871809360214679,0.226,0.069,1.32724183579548e-40,"CM2","Spc24"
"Ddhd11",6.13317643919943e-45,1.01359146556077,0.37,0.153,1.35457334836159e-40,"CM2","Ddhd1"
"Pias11",7.54266317137626e-45,0.751468354157416,0.584,0.303,1.66587258803016e-40,"CM2","Pias1"
"1700025G04Rik1",1.00709653543082e-44,0.723027460330464,0.583,0.307,2.22427340815251e-40,"CM2","1700025G04Rik"
"Supt16",1.03587226041155e-44,0.750140174886216,0.404,0.173,2.28782747434496e-40,"CM2","Supt16"
"Ccna2",1.36190430152796e-44,0.769640084918941,0.26,0.087,3.00790184035465e-40,"CM2","Ccna2"
"Bclaf3",1.43443430297274e-44,1.24643571164909,0.263,0.091,3.1680916015456e-40,"CM2","Bclaf3"
"Ybx21",1.60170812206169e-44,1.14568425049842,0.314,0.12,3.53753255838544e-40,"CM2","Ybx2"
"Mlxipl1",1.90779643770942e-44,1.17486244345528,0.306,0.115,4.21355921232503e-40,"CM2","Mlxipl"
"Cdca3",3.0198127918554e-44,0.915837381132351,0.238,0.076,6.66955853209184e-40,"CM2","Cdca3"
"Rcc1",3.49497111972067e-44,1.83227547207033,0.148,0.034,7.71899321501508e-40,"CM2","Rcc1"
"Dck",3.82080542221722e-44,1.58706714987363,0.157,0.038,8.43863085550896e-40,"CM2","Dck"
"Dennd1a1",5.36189957234624e-44,0.579204852179286,0.858,0.572,1.18422913954839e-39,"CM2","Dennd1a"
"Tbc1d1",6.69144405230884e-44,0.901224504004717,0.312,0.118,1.47787233339293e-39,"CM2","Tbc1d1"
"Itgb3bp",7.41749834720283e-44,0.978090580786119,0.284,0.103,1.63822868496322e-39,"CM2","Itgb3bp"
"Ncoa21",1.23416686077481e-43,0.623048125664183,0.812,0.519,2.72578092870724e-39,"CM2","Ncoa2"
"Zmym1",1.39110160618728e-43,1.85364756213012,0.12,0.024,3.07238700742522e-39,"CM2","Zmym1"
"Aak11",1.55340548077598e-43,0.644895517147314,0.796,0.52,3.43085134484184e-39,"CM2","Aak1"
"Rabgap1l1",1.58821944090405e-43,0.490204002563944,0.944,0.697,3.50774145718068e-39,"CM2","Rabgap1l"
"Nfia1",1.9862579527559e-43,0.454821484313383,0.976,0.828,4.38684931445669e-39,"CM2","Nfia"
"Insyn2a1",2.12100424736252e-43,1.58699191729306,0.176,0.047,4.68444998072486e-39,"CM2","Insyn2a"
"St71",2.25636740205866e-43,0.658798146508967,0.792,0.519,4.98341304418675e-39,"CM2","St7"
"Esyt21",2.26105731312827e-43,0.803482286926813,0.553,0.287,4.9937711817751e-39,"CM2","Esyt2"
"Cnot6",2.31649088932375e-43,0.763653783518802,0.463,0.216,5.11620177816044e-39,"CM2","Cnot6"
"Luc7l21",2.89880643628912e-43,0.495957470195102,0.973,0.75,6.40230389518816e-39,"CM2","Luc7l2"
"Prkce1",3.02759488746033e-43,0.576153709396258,0.897,0.634,6.68674606844489e-39,"CM2","Prkce"
"Pan31",3.07526336575762e-43,0.614243344056309,0.762,0.459,6.79202666961228e-39,"CM2","Pan3"
"Mdm41",3.21841662092178e-43,0.747003264292525,0.665,0.396,7.10819494896784e-39,"CM2","Mdm4"
"Psip1",3.97807468893666e-43,0.685372789272432,0.441,0.198,8.7859757579855e-39,"CM2","Psip1"
"Ptbp21",3.9869253991587e-43,0.605518186621479,0.839,0.539,8.80552343658191e-39,"CM2","Ptbp2"
"Mllt31",4.59375622479006e-43,0.695851673206246,0.676,0.395,1.01457699980713e-38,"CM2","Mllt3"
"Gm49692",5.30907438516122e-43,1.46106922737714,0.222,0.072,1.17256216870671e-38,"CM2","Gm49692"
"Zfp101",6.52638623679768e-43,1.35967920105218,0.176,0.047,1.44141766425914e-38,"CM2","Zfp101"
"Zfp5361",7.9164358691666e-43,0.8133054502059,0.667,0.392,1.74842402606414e-38,"CM2","Zfp536"
"Ccn6",7.962125233225e-43,4.65378349801247,0.035,0.001,1.75851497901007e-38,"CM2","Ccn6"
"Lonrf3",1.12298110411027e-42,3.08302005823042,0.048,0.003,2.48021606653794e-38,"CM2","Lonrf3"
"BC048559",1.16425913245076e-42,2.97394346573481,0.071,0.008,2.57138271993075e-38,"CM2","BC048559"
"Ppwd11",1.27361221129209e-42,0.918837073017617,0.393,0.172,2.81289992985971e-38,"CM2","Ppwd1"
"Mis12",1.29771544970781e-42,1.93032396050129,0.105,0.018,2.86613434222466e-38,"CM2","Mis12"
"Phf20l11",1.70239915829707e-42,0.529172640470904,0.936,0.663,3.75991878101492e-38,"CM2","Phf20l1"
"Phf6",1.72088526115651e-42,1.19270585722321,0.237,0.078,3.80074718779028e-38,"CM2","Phf6"
"Slco3a1",1.7717512439655e-42,0.897691484254464,0.349,0.144,3.9130897974222e-38,"CM2","Slco3a1"
"Bicc1",2.53184732276253e-42,0.826632800779117,0.433,0.202,5.59183799705331e-38,"CM2","Bicc1"
"Afdn1",2.81694152661901e-42,0.674254681005911,0.714,0.418,6.22149705569074e-38,"CM2","Afdn"
"Thada1",3.33173798101074e-42,0.808828475229391,0.519,0.257,7.35847650486033e-38,"CM2","Thada"
"Rngtt1",3.65095527515123e-42,0.802766731170508,0.529,0.27,8.063499820699e-38,"CM2","Rngtt"
"Pip4k2a1",4.74524552489971e-42,0.964715643719573,0.35,0.147,1.04803492662935e-37,"CM2","Pip4k2a"
"Cenpv",5.67831656697139e-42,0.947244244827344,0.286,0.106,1.2541129969813e-37,"CM2","Cenpv"
"Tex30",6.19716646645377e-42,1.3306129800554,0.154,0.038,1.36870618578098e-37,"CM2","Tex30"
"Lrch11",6.5181593080333e-42,0.623417998783667,0.792,0.508,1.43960066477223e-37,"CM2","Lrch1"
"Gm20667",7.42298743701082e-42,3.70788036886687,0.043,0.002,1.63944100533821e-37,"CM2","Gm20667"
"Agtpbp11",7.65356285712085e-42,0.984305487024353,0.418,0.193,1.69036589262371e-37,"CM2","Agtpbp1"
"Dcbld2",9.314464421309e-42,0.797826007141119,0.418,0.188,2.05719261209031e-37,"CM2","Dcbld2"
"Piga",1.07225130788091e-41,1.58300938617219,0.133,0.03,2.36817423858578e-37,"CM2","Piga"
"Arhgap311",1.14319399564853e-41,0.603531166584384,0.613,0.335,2.52485825878934e-37,"CM2","Arhgap31"
"Ankrd111",1.9348662180882e-41,0.631258256307771,0.773,0.473,4.2733455292696e-37,"CM2","Ankrd11"
"Csgalnact1",2.22790044669263e-41,1.18926972283669,0.127,0.027,4.92054092656534e-37,"CM2","Csgalnact1"
"Umad11",2.22972093512499e-41,0.867125177029667,0.461,0.224,4.92456165731706e-37,"CM2","Umad1"
"Usp1",2.39462847804652e-41,0.964359027892444,0.224,0.072,5.28877645661355e-37,"CM2","Usp1"
"Tshz11",2.56722738177076e-41,0.752922308830003,0.519,0.268,5.6699783953789e-37,"CM2","Tshz1"
"Mdm1",2.82800427697042e-41,1.56774253426051,0.148,0.036,6.24593024611687e-37,"CM2","Mdm1"
"Enox21",4.25271204755581e-41,0.79145511027828,0.497,0.249,9.39253982823175e-37,"CM2","Enox2"
"Nup85",4.40252519189016e-41,1.3079409714912,0.161,0.042,9.72341713880861e-37,"CM2","Nup85"
"Ccdc77",6.30630388258608e-41,1.07027119224034,0.255,0.09,1.39281027550796e-36,"CM2","Ccdc77"
"Nrf11",8.37369433059022e-41,0.776501868607595,0.46,0.217,1.84941412985416e-36,"CM2","Nrf1"
"Stt3b",1.3099697935892e-40,0.708819908547692,0.467,0.22,2.8931992861211e-36,"CM2","Stt3b"
"Gm15246",1.40271434847685e-40,2.34567625573322,0.082,0.012,3.09803491004597e-36,"CM2","Gm15246"
"Numa1",1.4830154591203e-40,0.849619646260339,0.424,0.198,3.2753879430131e-36,"CM2","Numa1"
"Alg6",1.82368965050177e-40,1.14457783142243,0.227,0.076,4.0278009620982e-36,"CM2","Alg6"
"Fam76b",1.97925794847921e-40,1.01761788932986,0.29,0.111,4.37138910501119e-36,"CM2","Fam76b"
"Map41",2.01954602731784e-40,0.558204077810213,0.872,0.623,4.46036935593419e-36,"CM2","Map4"
"Fam83d",2.08845457904162e-40,1.40036078697029,0.125,0.027,4.61256078327132e-36,"CM2","Fam83d"
"Ints2",2.68727730790496e-40,1.13238092456367,0.233,0.078,5.9351206622389e-36,"CM2","Ints2"
"Zeb11",3.14989080669356e-40,0.562531541665379,0.82,0.547,6.95684883566339e-36,"CM2","Zeb1"
"Bub3",3.57790474083227e-40,0.63205849534906,0.295,0.113,7.90216041060215e-36,"CM2","Bub3"
"Recql",3.73411769683724e-40,1.44639684698585,0.15,0.038,8.24717234523472e-36,"CM2","Recql"
"Heca1",4.2136178371619e-40,0.687903877878319,0.558,0.291,9.30619635515578e-36,"CM2","Heca"
"Arhgap33",4.29826121630299e-40,2.65391748254637,0.06,0.006,9.49313972232678e-36,"CM2","Arhgap33"
"Ehbp11",4.41996289460321e-40,0.490485439440715,0.962,0.728,9.76193004902066e-36,"CM2","Ehbp1"
"Cep831",4.57209490429458e-40,0.825979231268518,0.413,0.19,1.0097928805625e-35,"CM2","Cep83"
"Cdc6",5.76541759054131e-40,2.00172559476241,0.089,0.014,1.27335012904695e-35,"CM2","Cdc6"
"Xrn2",6.33958127383796e-40,0.725554175448411,0.518,0.265,1.40015992013985e-35,"CM2","Xrn2"
"Pank11",6.62148001212512e-40,0.676220681911495,0.647,0.366,1.46242007547795e-35,"CM2","Pank1"
"Fut81",7.97948624919152e-40,0.777543254176725,0.525,0.271,1.76234933299644e-35,"CM2","Fut8"
