"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Zfp729b",0.00552049951684576,0.282826568738641,0.044,0.026,1,"CM2","Zfp729b"
"4632404H12Rik",0.005551245371807,0.386809731156116,0.034,0.019,1,"CM2","4632404H12Rik"
"Gm10373",0.00556128515874371,0.671876966078252,0.026,0.013,1,"CM2","Gm10373"
"Dgkq1",0.00558169439023293,0.387464061969849,0.048,0.029,1,"CM2","Dgkq"
"Gpr1551",0.00559304621848382,0.191608918702015,0.092,0.064,1,"CM2","Gpr155"
"Csmd1",0.00560163241781579,0.437394714388356,0.017,0.007,1,"CM2","Csmd1"
"Gm41664",0.00561724437708567,0.305153941061585,0.029,0.015,1,"CM2","Gm41664"
"Gm437071",0.00565518694349605,0.827478426150853,0.024,0.012,1,"CM2","Gm43707"
"Tpmt",0.00569156162507469,0.302014240122948,0.042,0.025,1,"CM2","Tpmt"
"Pigo",0.00570606988972021,0.286978378844278,0.043,0.025,1,"CM2","Pigo"
"Igflr1",0.00572885514939896,0.750751361757278,0.024,0.012,1,"CM2","Igflr1"
"Dph7",0.00573199234429974,0.227866667436798,0.048,0.029,1,"CM2","Dph7"
"Slc35b31",0.00574712249365349,0.132351406776974,0.106,0.075,1,"CM2","Slc35b3"
"Katnb1",0.00575737106991498,0.20481569083594,0.033,0.018,1,"CM2","Katnb1"
"Rcan31",0.00580944812344731,0.122334401303115,0.056,0.035,1,"CM2","Rcan3"
"3830408C21Rik",0.0058603484917248,0.66024821274388,0.025,0.012,1,"CM2","3830408C21Rik"
"C030034I22Rik",0.0058671529984929,0.341983233939558,0.046,0.028,1,"CM2","C030034I22Rik"
"Dpy19l21",0.0058909102444623,0.451176786286325,0.034,0.019,1,"CM2","Dpy19l2"
"A330093E20Rik1",0.00589465612601517,0.285369264268919,0.042,0.025,1,"CM2","A330093E20Rik"
"Pstpip21",0.00590863847044295,0.119813104827579,0.119,0.086,1,"CM2","Pstpip2"
"Slc1a3",0.00594541580075807,0.427920946583578,0.025,0.012,1,"CM2","Slc1a3"
"Mfsd12",0.00602459577926093,0.22561565092556,0.038,0.022,1,"CM2","Mfsd12"
"2810457G06Rik1",0.00603273558324947,0.130634967814458,0.067,0.044,1,"CM2","2810457G06Rik"
"Gm43625",0.00605667256693292,1.20531178888857,0.012,0.004,1,"CM2","Gm43625"
"Mcmdc21",0.00608281160036072,0.564079976517089,0.025,0.012,1,"CM2","Mcmdc2"
"Pgpep1l",0.00609063976791963,0.508748382169296,0.029,0.015,1,"CM2","Pgpep1l"
"BC0670741",0.00610862705688885,0.191374616109181,0.061,0.04,1,"CM2","BC067074"
"Ddx59",0.00611892699885665,0.132448088818228,0.039,0.023,1,"CM2","Ddx59"
"Arrb11",0.00612346003335954,0.322144564346022,0.073,0.049,1,"CM2","Arrb1"
"Wdr38",0.00613979639447482,0.684700070182624,0.02,0.009,1,"CM2","Wdr38"
"Gm284031",0.00615026179150279,0.314819024334623,0.06,0.039,1,"CM2","Gm28403"
"Gm9917",0.00615591566616948,0.552055787892122,0.02,0.009,1,"CM2","Gm9917"
"Adcy7",0.0062063499920693,0.653876466698494,0.022,0.011,1,"CM2","Adcy7"
"D730045B01Rik1",0.00622026204813441,0.386435571679423,0.029,0.015,1,"CM2","D730045B01Rik"
"Gm381341",0.00622403573266856,0.503029682244081,0.039,0.023,1,"CM2","Gm38134"
"6030443J06Rik1",0.00634541864109962,0.166792609743576,0.137,0.102,1,"CM2","6030443J06Rik"
"Tsen2",0.00636015042336111,0.215992634478632,0.084,0.058,1,"CM2","Tsen2"
"4930505A04Rik",0.00637905035638858,0.826578372394153,0.018,0.008,1,"CM2","4930505A04Rik"
"Crybb3",0.00640083066458651,0.73062236890844,0.018,0.008,1,"CM2","Crybb3"
"Trmo",0.00648115206480674,0.266900215051296,0.031,0.017,1,"CM2","Trmo"
"Usp9y",0.00653041059199006,1.25997062170664,0.016,0.007,1,"CM2","Usp9y"
"Gm313051",0.00654765697605671,0.134249446512746,0.085,0.058,1,"CM2","Gm31305"
"Gm478891",0.00655470264576175,0.371383984704112,0.048,0.03,1,"CM2","Gm47889"
"Gm8739",0.00660173220395115,1.13285576524944,0.017,0.007,1,"CM2","Gm8739"
"Dnajc27",0.00665548735329335,0.230561595140616,0.048,0.03,1,"CM2","Dnajc27"
"Gm20492",0.00669388475059109,0.769362702022957,0.014,0.006,1,"CM2","Gm20492"
"Rpia1",0.00669911671433818,0.425423596568731,0.042,0.025,1,"CM2","Rpia"
"Gm8237",0.00676604070077675,0.987011186408504,0.014,0.006,1,"CM2","Gm8237"
"Chrnb2",0.00677486178473609,0.950795704946828,0.016,0.007,1,"CM2","Chrnb2"
"Wdr53",0.00681653846791962,0.189573622098332,0.042,0.025,1,"CM2","Wdr53"
"Dcc1",0.00684867094154838,0.101891221870163,0.125,0.093,1,"CM2","Dcc"
"Rskr",0.00684875977036012,0.616459943669114,0.016,0.007,1,"CM2","Rskr"
"Opn3",0.00685683642249331,0.189793517943547,0.024,0.012,1,"CM2","Opn3"
"Col25a1",0.00687422365045187,0.285733273485531,0.014,0.006,1,"CM2","Col25a1"
"Gorasp1",0.00698791296540105,0.144183827168256,0.024,0.012,1,"CM2","Gorasp1"
"Btbd6",0.00701189653264343,0.169794802816997,0.037,0.021,1,"CM2","Btbd6"
"Baiap2",0.00708255545736862,0.419426433925282,0.03,0.016,1,"CM2","Baiap2"
"Fmo51",0.0070832010155734,0.258365431543316,0.073,0.05,1,"CM2","Fmo5"
"Pld2",0.00710608828472593,0.134513808923097,0.044,0.027,1,"CM2","Pld2"
"Zfp248",0.00712466775025602,0.247795377746745,0.033,0.018,1,"CM2","Zfp248"
"2410018L13Rik",0.00712635459908527,0.852418030597663,0.01,0.004,1,"CM2","2410018L13Rik"
"Toe1",0.0071281518665049,0.167871316795934,0.039,0.023,1,"CM2","Toe1"
"B130046B21Rik1",0.00714020889219245,0.492907685940581,0.035,0.02,1,"CM2","B130046B21Rik"
"Zfp804a",0.00716491146949015,0.240115279205495,0.01,0.004,1,"CM2","Zfp804a"
"Zfp97",0.00719685561106229,0.353797514988161,0.039,0.023,1,"CM2","Zfp97"
"Zfp213",0.00720631745645043,0.303762145976278,0.033,0.018,1,"CM2","Zfp213"
"Gm35166",0.00720718698359208,0.755851674911147,0.01,0.004,1,"CM2","Gm35166"
"Satl1",0.00727102009056566,0.616343219354049,0.01,0.004,1,"CM2","Satl1"
"3110009E18Rik1",0.00727434150291481,0.120040189203471,0.076,0.051,1,"CM2","3110009E18Rik"
"Pcdhga111",0.00734350036211897,0.375646670378885,0.029,0.015,1,"CM2","Pcdhga11"
"Prdm151",0.00740685588879825,0.246047027432341,0.068,0.045,1,"CM2","Prdm15"
"Sptbn21",0.00749363355639188,0.551514589089066,0.026,0.014,1,"CM2","Sptbn2"
"Mast3",0.00755399814976818,0.349479143795729,0.022,0.011,1,"CM2","Mast3"
"Ccdc126",0.00762592429585758,0.3061709251518,0.026,0.014,1,"CM2","Ccdc126"
"Rrp8",0.00766603404366918,0.151202820756689,0.055,0.035,1,"CM2","Rrp8"
"Smpd3",0.00770842240533271,1.00351598711039,0.018,0.008,1,"CM2","Smpd3"
"Gm389481",0.00772752228572865,0.239754521460137,0.047,0.029,1,"CM2","Gm38948"
"Mfsd4b41",0.00772838788555494,0.433327602372607,0.044,0.027,1,"CM2","Mfsd4b4"
"Gm266911",0.00781947405779929,0.51170622243527,0.034,0.019,1,"CM2","Gm26691"
"Gm49890",0.00785531637563709,1.34278307795069,0.012,0.004,1,"CM2","Gm49890"
"Gm47760",0.00787033876742083,0.925983257044812,0.017,0.008,1,"CM2","Gm47760"
"Appbp2os",0.00787033876742083,0.738870060373859,0.017,0.008,1,"CM2","Appbp2os"
"Gm49494",0.00789494910757337,1.23542139705634,0.017,0.008,1,"CM2","Gm49494"
"Gm474711",0.00793498652541995,0.762994159151241,0.025,0.013,1,"CM2","Gm47471"
"Maob",0.00794125558826831,0.124559479505439,0.056,0.036,1,"CM2","Maob"
"Mettl21c",0.00799131252595442,0.731300510315299,0.017,0.008,1,"CM2","Mettl21c"
"Wdr34",0.00802340644477785,0.497489595809363,0.047,0.029,1,"CM2","Wdr34"
"Lpxn",0.00803177820107689,0.401723404938225,0.012,0.004,1,"CM2","Lpxn"
"Gm124541",0.00803323911808984,0.548725920171011,0.031,0.017,1,"CM2","Gm12454"
"4933400A11Rik1",0.00803575983316035,0.343937218433036,0.055,0.035,1,"CM2","4933400A11Rik"
"Gm45187",0.00805676404070734,0.981217199239979,0.012,0.004,1,"CM2","Gm45187"
"Gm493801",0.00822649211381543,0.266878249714798,0.054,0.034,1,"CM2","Gm49380"
"Gm487281",0.00824542467934525,0.835050975570222,0.031,0.018,1,"CM2","Gm48728"
"Gm10778",0.00827426540147926,0.299207678884194,0.029,0.016,1,"CM2","Gm10778"
"Gm49668",0.00835564000336326,0.613837920745629,0.017,0.008,1,"CM2","Gm49668"
"Tgds1",0.0083611210158136,0.18244988456445,0.089,0.062,1,"CM2","Tgds"
"Frs3",0.00840596712885091,1.15764148511094,0.013,0.005,1,"CM2","Frs3"
"Cideb",0.00841227244810431,0.986222245164674,0.014,0.006,1,"CM2","Cideb"
"Mir155hg1",0.00843724751672399,0.815279968217768,0.026,0.014,1,"CM2","Mir155hg"
"Adcy2",0.00850293498704397,0.29587532889488,0.013,0.005,1,"CM2","Adcy2"
"Cdh6",0.00852478357505045,0.71431143738943,0.016,0.007,1,"CM2","Cdh6"
"Gm15559",0.00855914088545824,0.266997478507486,0.025,0.013,1,"CM2","Gm15559"
"Dhx34",0.00856360437931347,0.467591600889151,0.03,0.017,1,"CM2","Dhx34"
"Zfp5631",0.00858929540561368,0.270940177191919,0.069,0.047,1,"CM2","Zfp563"
"Cyp2r1",0.00858959225277083,0.516794889487493,0.02,0.009,1,"CM2","Cyp2r1"
"Gm37756",0.00860485105836757,0.780940293305619,0.014,0.006,1,"CM2","Gm37756"
"Chn1os3",0.00861804880563088,0.892280393141461,0.014,0.006,1,"CM2","Chn1os3"
"4933428G20Rik",0.00863521603500493,0.530178970149739,0.026,0.014,1,"CM2","4933428G20Rik"
"Trim12a1",0.00867435630891103,0.301891748359161,0.076,0.052,1,"CM2","Trim12a"
"Gm17216",0.00868430920110663,0.792835232741719,0.014,0.006,1,"CM2","Gm17216"
"Gm42620",0.00873430290682267,0.655859517876402,0.014,0.006,1,"CM2","Gm42620"
"Mks1",0.00876276299264384,0.513366501946313,0.03,0.017,1,"CM2","Mks1"
"Plp11",0.00879849389726064,0.227545637140225,0.056,0.036,1,"CM2","Plp1"
"Mthfd2",0.00887400605632144,0.279181165992629,0.037,0.021,1,"CM2","Mthfd2"
"Abitram",0.00889745003792869,0.587427702545359,0.033,0.019,1,"CM2","Abitram"
"Slc25a321",0.00897895742376497,0.345405958918028,0.072,0.049,1,"CM2","Slc25a32"
"Elavl21",0.00912475984868577,0.431677195272516,0.048,0.031,1,"CM2","Elavl2"
"Il1rap",0.00917402025811045,0.169455851227672,0.031,0.018,1,"CM2","Il1rap"
"Cyct",0.00919642055225009,0.595810173292374,0.021,0.01,1,"CM2","Cyct"
"Nexmif",0.00929232826249156,0.319208075930036,0.021,0.01,1,"CM2","Nexmif"
"4933406C10Rik1",0.00931480323877189,0.33377554996787,0.035,0.02,1,"CM2","4933406C10Rik"
"Tmem2651",0.00934054380052134,0.100389784718963,0.082,0.057,1,"CM2","Tmem265"
"Zfp85",0.00936307588024425,0.634570428672342,0.018,0.009,1,"CM2","Zfp85"
"Gm8108",0.00938357189550719,0.668024774440888,0.021,0.01,1,"CM2","Gm8108"
"Yju21",0.00944315384531309,0.16504952879011,0.063,0.042,1,"CM2","Yju2"
"Gm46404",0.009489629765663,0.56172415556097,0.021,0.01,1,"CM2","Gm46404"
"Gm17191",0.00963930193259808,1.10943139137307,0.01,0.004,1,"CM2","Gm17191"
"Cdh18",0.00968449393645702,0.916110620319574,0.01,0.004,1,"CM2","Cdh18"
"Gm49901",0.00972078342023446,0.977310956981182,0.01,0.004,1,"CM2","Gm49901"
"Tnfsf13b1",0.00977691747151004,0.297980519813212,0.043,0.026,1,"CM2","Tnfsf13b"
"Gm154461",0.00978020856594729,0.426572157733778,0.025,0.013,1,"CM2","Gm15446"
"Cnksr2",0.00988706222457929,0.712483549219892,0.017,0.008,1,"CM2","Cnksr2"
"Faxc",0.00989038379929369,0.670717015556095,0.017,0.008,1,"CM2","Faxc"
"Sgcz",0.00993261534722882,0.820366850211286,0.02,0.009,1,"CM2","Sgcz"
"Gm438031",0.00996556029046751,0.543481247137599,0.027,0.015,1,"CM2","Gm43803"
"1700042O10Rik",0,5.1632823756071,0.959,0.042,0,"CM3","1700042O10Rik"
"Ddc",0,4.08340071261885,0.993,0.174,0,"CM3","Ddc"
"Fignl11",8.35434542965807e-79,2.3147375097078,0.296,0.068,1.84514073159428e-74,"CM3","Fignl1"
"Cacna1c2",3.32014098820892e-64,0.628849596435323,1,0.858,7.33286338655822e-60,"CM3","Cacna1c"
"Palld1",3.90157221773544e-63,0.624551654006551,0.998,0.868,8.61701240009048e-59,"CM3","Palld"
"Ryr21",4.46386666971375e-62,0.595834685113139,1,0.936,9.85889592672979e-58,"CM3","Ryr2"
"Akap62",3.21579568673254e-52,0.636300813790767,0.995,0.774,7.1024063537175e-48,"CM3","Akap6"
"Pdzd22",1.6873266593357e-50,0.70105077182956,0.973,0.745,3.72662965980882e-46,"CM3","Pdzd2"
"Fgf132",2.49740467440371e-47,0.601215980772252,1,0.788,5.51576796388803e-43,"CM3","Fgf13"
"Ctnna32",7.18133837697434e-46,0.516644104373655,0.998,0.837,1.58607039393855e-41,"CM3","Ctnna3"
"Pcdh72",1.51018528968156e-45,0.524749773704498,1,0.834,3.33539523079068e-41,"CM3","Pcdh7"
"Dip2c2",3.45086115887103e-44,0.555687755808631,0.996,0.782,7.62157195548257e-40,"CM3","Dip2c"
"Qk1",6.95435148054396e-44,0.467792314824155,1,0.89,1.53593806799294e-39,"CM3","Qk"
"Trim552",1.12842261790009e-43,0.581443985019985,0.973,0.773,2.49223419389415e-39,"CM3","Trim55"
"Adamts61",4.73763236436993e-42,0.69191268654224,0.902,0.61,1.04635348399474e-37,"CM3","Adamts6"
"Rbm202",1.46131331851348e-41,0.515689867187127,0.996,0.816,3.22745659526887e-37,"CM3","Rbm20"
"Cacnb22",5.0889044663289e-41,0.533895589351568,0.996,0.799,1.1239354404334e-36,"CM3","Cacnb2"
"Myocd2",1.26873450445517e-40,0.602882699162927,0.982,0.774,2.80212702653969e-36,"CM3","Myocd"
"Fhod32",2.97193738260351e-40,0.51713010507534,0.998,0.827,6.56382090321812e-36,"CM3","Fhod3"
"Sox62",3.73023333634076e-40,0.548574288871077,0.984,0.738,8.2385933466422e-36,"CM3","Sox6"
"Slc8a12",2.60581927396092e-39,0.502782570934564,1,0.919,5.75521244847009e-35,"CM3","Slc8a1"
"Msi21",2.97948765692281e-39,0.510695524650679,0.993,0.798,6.58049643907972e-35,"CM3","Msi2"
"Rbfox11",3.0760428772384e-38,0.589583774653337,0.89,0.626,6.79374829866873e-34,"CM3","Rbfox1"
"Tnni3k2",3.4813217667492e-38,0.529146867961698,0.995,0.764,7.68884725404229e-34,"CM3","Tnni3k"
"Cdh22",5.83723648350205e-38,0.518648905277103,0.996,0.857,1.28921204974626e-33,"CM3","Cdh2"
"Clasp11",7.59883269333652e-38,0.524746726493988,0.988,0.794,1.6782781886503e-33,"CM3","Clasp1"
"Nckap51",7.92074431118591e-38,0.58382172291346,0.965,0.696,1.74937558856852e-33,"CM3","Nckap5"
"Auts22",2.53862226428674e-37,0.520369417022212,0.982,0.77,5.60680113290369e-33,"CM3","Auts2"
"Pde4b2",7.92700094510164e-37,0.509497694625234,0.991,0.777,1.75075742873515e-32,"CM3","Pde4b"
"Ttn1",2.82162386196711e-36,0.357599534614111,1,0.981,6.23183846154057e-32,"CM3","Ttn"
"Rgs62",3.47942015037028e-35,0.549968099702489,0.874,0.611,7.6846473441078e-31,"CM3","Rgs6"
"Gm497081",5.14485339624718e-35,0.613912889268073,0.856,0.615,1.13629232109515e-30,"CM3","Gm49708"
"Lrrfip22",2.71877231914129e-34,0.52563908696034,0.959,0.728,6.00468054405546e-30,"CM3","Lrrfip2"
"Myom11",3.391531560602e-34,0.469383584875767,0.991,0.83,7.49053660474558e-30,"CM3","Myom1"
"Lrrtm32",3.98849696985889e-34,0.56059159987394,0.927,0.712,8.80899440763034e-30,"CM3","Lrrtm3"
"Zbtb202",4.88851803552638e-34,0.445794616041732,0.995,0.84,1.07967809332636e-29,"CM3","Zbtb20"
"Mid12",1.1645950663904e-33,0.635164210535655,0.876,0.615,2.57212466362985e-29,"CM3","Mid1"
"Filip1l1",1.41703908978058e-33,0.561820379529909,0.95,0.736,3.1296725336894e-29,"CM3","Filip1l"
"D830005E20Rik2",2.0353889702785e-33,0.486476600093483,0.972,0.726,4.4953600797571e-29,"CM3","D830005E20Rik"
"Lrrfip12",2.89400295125271e-33,0.475865701560521,0.984,0.778,6.39169491813674e-29,"CM3","Lrrfip1"
"Malat12",3.72105099900774e-33,0.452806202196534,1,0.992,8.2183132364085e-29,"CM3","Malat1"
"Ppargc1a2",6.23457041817502e-33,0.66385693109565,0.945,0.72,1.37696722255814e-28,"CM3","Ppargc1a"
"Stk391",6.44756639658804e-33,0.513838663662641,0.973,0.76,1.42400951435044e-28,"CM3","Stk39"
"Zfpm22",7.11206126311441e-33,0.458111073718972,0.995,0.79,1.57076985057145e-28,"CM3","Zfpm2"
"Ror12",7.29966057122637e-33,0.541392339812287,0.965,0.712,1.61220303376106e-28,"CM3","Ror1"
"Erbb42",1.3051097693883e-32,0.473624991001038,0.996,0.772,2.882465436671e-28,"CM3","Erbb4"
"Dcp1b2",1.43875146655122e-32,0.678629636773234,0.762,0.509,3.17762648902502e-28,"CM3","Dcp1b"
"Dmd2",1.92851035988265e-32,0.448715155810251,0.996,0.825,4.25930798083683e-28,"CM3","Dmd"
"Shroom32",2.97397770304756e-32,0.550097886193254,0.901,0.653,6.56832715495083e-28,"CM3","Shroom3"
"Fhl21",9.88971675205563e-32,0.452534459307429,0.993,0.923,2.18424284185901e-27,"CM3","Fhl2"
"Mlip2",1.07438080331325e-31,0.471113797247436,0.984,0.777,2.37287744219765e-27,"CM3","Mlip"
"Samd42",1.32210505543689e-31,0.485282373035316,0.956,0.732,2.92000122543792e-27,"CM3","Samd4"
"Astn22",1.53204211316646e-31,0.908178646972959,0.612,0.372,3.38366821113945e-27,"CM3","Astn2"
"Osbpl81",2.18479551916819e-31,0.572334117954589,0.878,0.675,4.82533938363487e-27,"CM3","Osbpl8"
"Lpp1",3.75650365454643e-31,0.497481591831304,0.961,0.753,8.29661397143125e-27,"CM3","Lpp"
"Mhrt1",5.74202792775735e-31,0.529164720183634,0.876,0.651,1.26818428812449e-26,"CM3","Mhrt"
"Cacna2d12",8.24745871185789e-31,0.510334317820646,0.943,0.714,1.82153373110093e-26,"CM3","Cacna2d1"
"Ldb31",1.05036307466501e-30,0.402114072571537,0.993,0.865,2.31983188670514e-26,"CM3","Ldb3"
"Ppp1r12b2",1.44419768208256e-30,0.48198482649631,0.966,0.751,3.18965500064755e-26,"CM3","Ppp1r12b"
"Pdlim52",1.69705408883057e-30,0.498621674944991,0.988,0.839,3.74811366059119e-26,"CM3","Pdlim5"
"Ppargc1b2",2.25242625604608e-30,0.512441132050547,0.938,0.678,4.97470862910336e-26,"CM3","Ppargc1b"
"Sorbs12",3.78773324618834e-30,0.477758919798753,0.979,0.756,8.36558764753156e-26,"CM3","Sorbs1"
"Prkg12",5.88028659369437e-30,0.449602723713925,0.998,0.848,1.29872009708334e-25,"CM3","Prkg1"
"Mical32",6.36621219609719e-30,0.566446200364499,0.881,0.651,1.40604162563003e-25,"CM3","Mical3"
"Fras12",1.2224114126745e-29,0.874520386933615,0.532,0.306,2.69981784603291e-25,"CM3","Fras1"
"Ank22",1.42537480340819e-29,0.461736656181821,0.984,0.772,3.14808279080734e-25,"CM3","Ank2"
"Cog52",8.40657686743962e-29,0.590195714137353,0.812,0.563,1.85667656694271e-24,"CM3","Cog5"
"Ank32",1.05577280994073e-28,0.504249705375444,0.947,0.734,2.3317798280351e-24,"CM3","Ank3"
"Lama22",1.30503510230664e-28,0.501437099248147,0.931,0.726,2.88230052695444e-24,"CM3","Lama2"
"Celf22",1.70201078949879e-28,0.447730613313521,0.991,0.798,3.75906102968702e-24,"CM3","Celf2"
"Rbm242",2.24217323824329e-28,0.436291390319964,0.975,0.798,4.95206381398413e-24,"CM3","Rbm24"
"Dlc12",4.82243940942738e-28,0.434352373455988,0.972,0.773,1.06508396796613e-23,"CM3","Dlc1"
"Garem12",7.22561897736849e-28,0.613637931253097,0.8,0.553,1.59585020734161e-23,"CM3","Garem1"
"Ablim12",8.3113952479758e-28,0.446567032666712,0.988,0.775,1.83565475446793e-23,"CM3","Ablim1"
"Tbx201",1.35647267487913e-27,0.521424465173754,0.936,0.743,2.99590554973805e-23,"CM3","Tbx20"
"4930512H18Rik1",1.5950929483922e-27,0.613270146855751,0.722,0.473,3.52292228581901e-23,"CM3","4930512H18Rik"
"Myo18b2",2.76229986813045e-27,0.55214302644107,0.842,0.619,6.10081548875292e-23,"CM3","Myo18b"
"Mir133a-1hg1",2.95161141926972e-27,0.596137490979543,0.754,0.514,6.5189289805991e-23,"CM3","Mir133a-1hg"
"Pde7b1",4.34579662314202e-27,0.773297841167683,0.601,0.375,9.59812642187146e-23,"CM3","Pde7b"
"Ctnna11",5.28893338009778e-27,0.441416381083809,0.98,0.837,1.1681138263284e-22,"CM3","Ctnna1"
"Efna52",5.53577323450574e-27,0.584549814636272,0.863,0.629,1.22263087657294e-22,"CM3","Efna5"
"Lmo72",6.20822039772149e-27,0.432991637234502,0.982,0.809,1.37114755704077e-22,"CM3","Lmo7"
"Mitf1",6.33436897245908e-27,0.476360847880952,0.878,0.65,1.39900873125731e-22,"CM3","Mitf"
"Dpf32",6.53512487202278e-27,0.604138852787884,0.77,0.539,1.44334767923495e-22,"CM3","Dpf3"
"Sorbs2os2",7.35106610907658e-27,0.486887905670313,0.915,0.65,1.62355646085065e-22,"CM3","Sorbs2os"
"Magi32",7.65555468460527e-27,0.455527837307308,0.973,0.754,1.69080580764192e-22,"CM3","Magi3"
"Ghr2",9.02883443326607e-27,0.448024269144526,0.97,0.744,1.99410837293114e-22,"CM3","Ghr"
"Gm207322",1.66365037007004e-26,0.476198038712128,0.887,0.64,3.6743382073367e-22,"CM3","Gm20732"
"Gata42",2.09056874593677e-26,0.472809009195917,0.963,0.743,4.61723013227594e-22,"CM3","Gata4"
"Akap132",2.56216843236917e-26,0.495044692034574,0.941,0.722,5.65880519973056e-22,"CM3","Akap13"
"Sgcd2",3.26348222088531e-26,0.497899035626379,0.933,0.7,7.20772683304729e-22,"CM3","Sgcd"
"Magi12",3.58855798410242e-26,0.453795489995382,0.968,0.74,7.9256891636886e-22,"CM3","Magi1"
"Meis22",3.9146420603927e-26,0.57934420462648,0.812,0.587,8.64587845458332e-22,"CM3","Meis2"
"Acacb1",4.03054230817282e-26,0.616674931788494,0.732,0.504,8.90185574183049e-22,"CM3","Acacb"
"Rcan22",4.87580097965652e-26,0.440991685447313,0.973,0.772,1.07686940436694e-21,"CM3","Rcan2"
"Corin2",5.86276435392072e-26,0.575239123319238,0.823,0.582,1.29485013520693e-21,"CM3","Corin"
"Rnf2071",7.02943479457686e-26,0.544327361029605,0.791,0.558,1.55252096873025e-21,"CM3","Rnf207"
"Phactr22",1.17665231501695e-25,0.494187860198766,0.92,0.699,2.59875430294644e-21,"CM3","Phactr2"
"Camk2d2",1.24456608288881e-25,0.420435976550815,0.989,0.815,2.74874865066822e-21,"CM3","Camk2d"
"Mbd52",1.36179623548759e-25,0.509109127103374,0.849,0.62,3.0076631656979e-21,"CM3","Mbd5"
"Ltbp11",1.38802837101619e-25,0.511497512802839,0.762,0.524,3.06559946022636e-21,"CM3","Ltbp1"
"Pard32",1.39661068892807e-25,0.498046073185673,0.871,0.633,3.08455436756654e-21,"CM3","Pard3"
"Ehbp12",1.822656757004e-25,0.449434808691572,0.959,0.735,4.02551971351903e-21,"CM3","Ehbp1"
"Sorbs22",1.95589048723657e-25,0.36621727602513,0.995,0.875,4.3197797301107e-21,"CM3","Sorbs2"
"Mtss12",2.01266234711408e-25,0.519830350953745,0.816,0.589,4.44516605983616e-21,"CM3","Mtss1"
"Fbxl172",3.00960141652459e-25,0.505114221708527,0.888,0.658,6.64700568853622e-21,"CM3","Fbxl17"
"Pde1c2",3.90596066595554e-25,0.475207803184829,0.924,0.699,8.62670472682941e-21,"CM3","Pde1c"
"Prkn1",5.57691797164112e-25,0.616188152495156,0.784,0.565,1.23171810321666e-20,"CM3","Prkn"
"Cdh132",5.79513227387552e-25,0.448967474291339,0.954,0.745,1.27991291400815e-20,"CM3","Cdh13"
"Agl1",6.0037229132933e-25,0.542586110243945,0.8,0.579,1.32598224262996e-20,"CM3","Agl"
"Trps11",1.66526680670098e-24,0.953451817173903,0.39,0.204,3.67790826927979e-20,"CM3","Trps1"
"Neo12",1.92548515120963e-24,0.467381499807431,0.879,0.653,4.25262650496158e-20,"CM3","Neo1"
"Rere2",2.07311773878017e-24,0.434088480128051,0.918,0.702,4.57868783786989e-20,"CM3","Rere"
"Pde4dip1",2.46412587015543e-24,0.407459237448143,0.972,0.784,5.44226839682528e-20,"CM3","Pde4dip"
"Kcnd22",3.030609058257e-24,0.509137671849961,0.775,0.527,6.69340316606641e-20,"CM3","Kcnd2"
"Cpeb31",3.34560225891749e-24,0.402034541470463,0.929,0.68,7.38909714904516e-20,"CM3","Cpeb3"
"Ppip5k22",3.38612355660501e-24,0.536974012013402,0.837,0.618,7.47859248711783e-20,"CM3","Ppip5k2"
"Rbpms3",4.5956709572085e-24,0.406342247765242,0.982,0.803,1.01499988760907e-19,"CM3","Rbpms"
"Ptprk2",8.67138959109351e-24,0.481008226809872,0.92,0.699,1.91516310508891e-19,"CM3","Ptprk"
"Rabgap1l2",1.06918464921649e-23,0.418728541293304,0.938,0.705,2.36140121625955e-19,"CM3","Rabgap1l"
"Uvrag2",1.08690623919803e-23,0.655807793622602,0.562,0.34,2.40054111989278e-19,"CM3","Uvrag"
"Neat11",1.23442716967168e-23,0.520455508934865,0.824,0.607,2.72635584693688e-19,"CM3","Neat1"
"Fbxw71",1.55280259336058e-23,0.584487347933554,0.754,0.522,3.42951980769617e-19,"CM3","Fbxw7"
